open_time,close,future_close,future_return,target,probability,prediction,strategy_return,buy_hold_return,strategy_equity,buy_hold_equity
2026-07-05 06:00:00+00:00,62782.18,62915.0,0.0021155684622611304,1,0.3018517487419746,0,0.0,0.0021155684622611304,1.0,1.0199840019039486
2026-07-05 08:00:00+00:00,62915.0,62756.12,-0.002525311928792795,0,0.3027774379292174,0,0.0,-0.002525311928792795,1.0,1.0174082241367628
2026-07-05 10:00:00+00:00,62756.12,62745.01,-0.00017703452667250374,0,0.28850242269899445,0,0.0,-0.00017703452667250374,1.0,1.01722810775337
2026-07-05 12:00:00+00:00,62745.01,62812.25,0.0010716390036433765,0,0.293852193964629,0,0.0,0.0010716390036433765,1.0,1.0183182090692409
2026-07-05 14:00:00+00:00,62812.25,62637.48,-0.0027824190345036026,0,0.2962531816768413,0,0.0,-0.0027824190345036026,1.0,1.015484821101145
2026-07-05 16:00:00+00:00,62637.48,62820.33,0.00291917874090708,1,0.28739552674627544,0,0.0,0.00291917874090708,1.0,1.0184492028026173
2026-07-05 18:00:00+00:00,62820.33,62730.61,-0.0014282000747209977,0,0.29994875154436607,0,0.0,-0.0014282000747209977,1.0,1.0169946535750751
2026-07-05 20:00:00+00:00,62730.61,63736.0,0.016027103833359924,1,0.2810237504281891,0,0.0,0.016027103833359924,1.0,1.0332941324858949
2026-07-05 22:00:00+00:00,63736.0,63761.99,0.00040777582527917744,0,0.3406814774185189,0,0.0,0.00040777582527917744,1.0,1.0337154848535255
2026-07-06 00:00:00+00:00,63761.99,63460.01,-0.004736050427535221,0,0.2701805626381759,0,0.0,-0.004736050427535221,1.0,1.0288197561895351
2026-07-06 02:00:00+00:00,63460.01,63267.99,-0.0030258425739296824,0,0.2430295927897807,0,0.0,-0.0030258425739296824,1.0,1.025706709570357
2026-07-06 04:00:00+00:00,63267.99,62976.0,-0.00461513002072611,0,0.2391038978789869,0,0.0,-0.00461513002072611,1.0,1.0209729397425586
2026-07-06 06:00:00+00:00,62976.0,62904.01,-0.0011431338922763823,0,0.2441993694073446,0,0.0,-0.0011431338922763823,1.0,1.019805830972042
2026-07-06 08:00:00+00:00,62904.01,62822.06,-0.0013027786304879996,0,0.24169705049854137,0,0.0,-0.0013027786304879996,1.0,1.0184772497282044
2026-07-06 10:00:00+00:00,62822.06,61754.01,-0.017001193529788683,0,0.246340152097926,0,0.0,-0.017001193529788683,1.0,1.0011619208998883
2026-07-06 12:00:00+00:00,61754.01,62052.0,0.004825435627580976,1,0.29808046062611254,0,0.0,0.004825435627580976,1.0,1.005992963301976
2026-07-06 14:00:00+00:00,62052.0,63732.0,0.027074066911622507,1,0.2610960970783136,0,0.0,0.027074066911622507,1.0,1.033229284103035
2026-07-06 16:00:00+00:00,63732.0,63696.4,-0.0005585890918219372,0,0.1788779696910238,0,0.0,-0.0005585890918219372,1.0,1.032652133495584
2026-07-06 18:00:00+00:00,63696.4,63828.0,0.0020660508286183266,1,0.17057137309651008,0,0.0,0.0020660508286183266,1.0,1.034785645291667
2026-07-06 20:00:00+00:00,63828.0,64244.0,0.006517515823776465,1,0.18055637625648216,0,0.0,0.006517515823776465,1.0,1.0415298771090722
2026-07-06 22:00:00+00:00,64244.0,64203.99,-0.0006227818940290897,0,0.19513703641360816,0,0.0,-0.0006227818940290897,1.0,1.0408812311595184
2026-07-07 00:00:00+00:00,64203.99,63322.01,-0.01373715247292262,0,0.22959814447625387,0,0.0,-0.01373715247292262,1.0,1.0265824869808766
2026-07-07 02:00:00+00:00,63322.01,63100.01,-0.0035058899741180483,0,0.30678894494259235,0,0.0,-0.0035058899741180483,1.0,1.0229834017321653
2026-07-07 04:00:00+00:00,63100.01,63340.0,0.0038033274479671864,1,0.34752905618918056,0,0.0,0.0038033274479671864,1.0,1.026874142582788
2026-07-07 06:00:00+00:00,63340.0,63104.0,-0.0037259235869908647,0,0.3529911894337263,0,0.0,-0.0037259235869908647,1.0,1.0230480879940678
2026-07-07 08:00:00+00:00,63104.0,63284.0,0.0028524340770790246,1,0.35914547285249976,0,0.0,0.0028524340770790246,1.0,1.0259662652227526
2026-07-07 10:00:00+00:00,63284.0,63481.39,0.003119113836040688,1,0.32703127304802637,0,0.0,0.003119113836040688,1.0,1.0291663707959198
2026-07-07 12:00:00+00:00,63481.39,63562.05,0.001270608598834988,0,0.3374012089215753,0,0.0,0.001270608598834988,1.0,1.030474038436285
2026-07-07 14:00:00+00:00,63562.05,63983.27,0.006626910239678985,1,0.3380601324007493,0,0.0,0.006626910239678985,1.0,1.0373028973933216
2026-07-07 16:00:00+00:00,63983.27,63679.99,-0.004739989062765959,0,0.2921885987307878,0,0.0,-0.004739989062765959,1.0,1.0323860930049018
2026-07-07 18:00:00+00:00,63679.99,63697.99,0.00028266336097093614,0,0.26873355762383355,0,0.0,0.00028266336097093614,1.0,1.0326779107277702
2026-07-07 20:00:00+00:00,63697.99,63551.02,-0.002307294154807682,0,0.2573122989944905,0,0.0,-0.002307294154807682,1.0,1.030295219020549
2026-07-07 22:00:00+00:00,63551.02,63612.77,0.0009716602502995997,0,0.2638565939345182,0,0.0,0.0009716602502995997,1.0,1.031296315930945
2026-07-08 00:00:00+00:00,63612.77,62979.99,-0.009947373774165102,0,0.2821551350614992,0,0.0,-0.009947373774165102,1.0,1.0210376260044605
2026-07-08 02:00:00+00:00,62979.99,62800.0,-0.002857891847870997,0,0.2999261815279379,0,0.0,-0.002857891847870997,1.0,1.0181196108967328
2026-07-08 04:00:00+00:00,62800.0,62657.81,-0.002264171974522333,0,0.31243454920278596,0,0.0,-0.002264171974522333,1.0,1.0158144130070288
2026-07-08 06:00:00+00:00,62657.81,62018.36,-0.01020543169319188,0,0.33892543776511763,0,0.0,-0.01020543169319188,1.0,1.0054475884021257
2026-07-08 08:00:00+00:00,62018.36,62183.12,0.0026566326487833525,1,0.3937168703195304,0,0.0,0.0026566326487833525,1.0,1.0081186932921153
2026-07-08 10:00:00+00:00,62183.12,61957.73,-0.003624617098659577,0,0.3741945649102865,0,0.0,-0.003624617098659577,1.0,1.0044646490389304
2026-07-08 12:00:00+00:00,61957.73,61889.83,-0.0010959084524239104,0,0.35638481721737497,0,0.0,-0.0010959084524239104,1.0,1.0033638477398876
2026-07-08 14:00:00+00:00,61889.83,62113.03,0.0036064083549751658,1,0.33633654862516743,0,0.0,0.0036064083549751658,1.0,1.0069823875034567
2026-07-08 16:00:00+00:00,62113.03,62185.32,0.001163845975635125,0,0.29786187789838703,0,0.0,0.001163845975635125,1.0,1.008154359902688
2026-07-08 18:00:00+00:00,62185.32,62099.61,-0.0013782995729538783,0,0.280486919477767,0,0.0,-0.0013782995729538783,1.0,1.0067648211789626
2026-07-08 20:00:00+00:00,62099.61,62330.4,0.003716448460787447,1,0.277981143519946,0,0.0,0.003716448460787447,1.0,1.010506410749008
2026-07-08 22:00:00+00:00,62330.4,62129.99,-0.0032152849973688946,0,0.281290920625478,0,0.0,-0.0032152849973688946,1.0,1.0072573446467816
2026-07-09 00:00:00+00:00,62129.99,61788.8,-0.005491550859737737,0,0.29498558540961695,0,0.0,-0.005491550859737737,1.0,1.0017259397098095
2026-07-09 02:00:00+00:00,61788.8,62453.74,0.010761497229271333,1,0.2979921280309694,0,0.0,0.010761497229271333,1.0,1.0125060106344859
2026-07-09 04:00:00+00:00,62453.74,62959.96,0.008105519381225168,1,0.3293867180488654,0,0.0,0.008105519381225168,1.0,1.0207128977272906
2026-07-09 06:00:00+00:00,62959.96,62903.65,-0.0008943779506848104,0,0.3284696559541824,0,0.0,-0.0008943779506848104,1.0,1.0197999946175837
2026-07-09 08:00:00+00:00,62903.65,62786.04,-0.001869684827510043,0,0.3107749175339595,0,0.0,-0.001869684827510043,1.0,1.0178932900405524
2026-07-09 10:00:00+00:00,62786.04,62614.02,-0.0027397810086446928,0,0.30293779931671694,0,0.0,-0.0027397810086446928,1.0,1.0151044853356723
2026-07-09 12:00:00+00:00,62614.02,63016.0,0.0064199679241168095,1,0.30511231841710296,0,0.0,0.0064199679241168095,1.0,1.0216214235711545
2026-07-09 14:00:00+00:00,63016.0,62700.01,-0.005014440776945461,0,0.2698644321598009,0,0.0,-0.005014440776945461,1.0,1.0164985634461983
2026-07-09 16:00:00+00:00,62700.01,63219.03,0.008277829620760846,1,0.2654875366124913,0,0.0,0.008277829620760846,1.0,1.024912965364154
2026-07-09 18:00:00+00:00,63219.03,63313.38,0.0014924303647176895,0,0.26163282143309063,0,0.0,0.0014924303647176895,1.0,1.0264425765948564
2026-07-09 20:00:00+00:00,63313.38,63218.78,-0.0014941549479746685,0,0.2669267092113938,0,0.0,-0.0014941549479746685,1.0,1.0249089123402253
2026-07-09 22:00:00+00:00,63218.78,63113.93,-0.0016585261531462114,0,0.2838061899277657,0,0.0,-0.0016585261531462114,1.0,1.0232090741045163
2026-07-10 00:00:00+00:00,63113.93,63961.99,0.013436970253634994,1,0.3001555022257942,0,0.0,0.013436970253634994,1.0,1.0369579039965082
2026-07-10 02:00:00+00:00,63961.99,64047.88,0.0013428287643959536,0,0.31588244999472787,0,0.0,0.0013428287643959536,1.0,1.0383503608974625
2026-07-10 04:00:00+00:00,64047.88,63854.71,-0.003016024886381863,0,0.30097128477299145,0,0.0,-0.003016024886381863,1.0,1.035218670368212
2026-07-10 06:00:00+00:00,63854.71,64246.01,0.006127973958381494,1,0.3083567520173811,0,0.0,0.006127973958381494,1.0,1.0415624634214586
2026-07-10 08:00:00+00:00,64246.01,64407.8,0.00251828868438686,1,0.3084775545266777,0,0.0,0.00251828868438686,1.0,1.044185418387175
2026-07-10 10:00:00+00:00,64407.8,64286.64,-0.001881138619856615,0,0.29870952285619645,0,0.0,-0.001881138619856615,1.0,1.0422211608703558
2026-07-10 12:00:00+00:00,64286.64,63914.87,-0.0057830056136080055,0,0.3047508569846,0,0.0,-0.0057830056136080055,1.0,1.0361939900464214
2026-07-10 14:00:00+00:00,63914.87,64140.01,0.0035224979726939942,1,0.3059082627518099,0,0.0,0.0035224979726939942,1.0,1.0398439812756777
2026-07-10 16:00:00+00:00,64140.01,63810.0,-0.005145150429505696,0,0.2803539782170022,0,0.0,-0.005145150429505696,1.0,1.0344938275687983
